text,pattern_type,pattern_name,manipulative_phrases
I prefer paying full price,2,confirmshaming,no thanks|i prefer|skip and|pass on
"No thanks, I don't want to save money",2,confirmshaming,no thanks|i prefer|skip and|pass on
I'll pass on this exclusive offer,2,confirmshaming,no thanks|i prefer|skip and|pass on
I prefer paying full price,2,confirmshaming,no thanks|i prefer|skip and|pass on
Skip and continue with basic features,2,confirmshaming,no thanks|i prefer|skip and|pass on
Skip and continue with basic features,2,confirmshaming,no thanks|i prefer|skip and|pass on
"No thanks, I don't want to save money",2,confirmshaming,no thanks|i prefer|skip and|pass on
Skip and continue with basic features,2,confirmshaming,no thanks|i prefer|skip and|pass on
I'll pass on this exclusive offer,2,confirmshaming,no thanks|i prefer|skip and|pass on
"No thanks, I don't want to save money",2,confirmshaming,no thanks|i prefer|skip and|pass on
I'll pass on this exclusive offer,2,confirmshaming,no thanks|i prefer|skip and|pass on
I prefer paying full price,2,confirmshaming,no thanks|i prefer|skip and|pass on
I prefer paying full price,2,confirmshaming,no thanks|i prefer|skip and|pass on
I'll pass on this exclusive offer,2,confirmshaming,no thanks|i prefer|skip and|pass on
"No thanks, I don't want to save money",2,confirmshaming,no thanks|i prefer|skip and|pass on
I prefer paying full price,2,confirmshaming,no thanks|i prefer|skip and|pass on
"No thanks, I don't want to save money",2,confirmshaming,no thanks|i prefer|skip and|pass on
"No, I don't want to support creators",2,confirmshaming,no thanks|i prefer|skip and|pass on
"No thanks, I don't want to save money",2,confirmshaming,no thanks|i prefer|skip and|pass on
"No thanks, I don't want to save money",2,confirmshaming,no thanks|i prefer|skip and|pass on
Skip and continue with basic features,2,confirmshaming,no thanks|i prefer|skip and|pass on
Skip and continue with basic features,2,confirmshaming,no thanks|i prefer|skip and|pass on
"No, I don't want to support creators",2,confirmshaming,no thanks|i prefer|skip and|pass on
I'll pass on this exclusive offer,2,confirmshaming,no thanks|i prefer|skip and|pass on
Skip and continue with basic features,2,confirmshaming,no thanks|i prefer|skip and|pass on
I'll pass on this exclusive offer,2,confirmshaming,no thanks|i prefer|skip and|pass on
"No thanks, I don't want to save money",2,confirmshaming,no thanks|i prefer|skip and|pass on
"No, I don't want to support creators",2,confirmshaming,no thanks|i prefer|skip and|pass on
I prefer paying full price,2,confirmshaming,no thanks|i prefer|skip and|pass on
"No, I don't want to support creators",2,confirmshaming,no thanks|i prefer|skip and|pass on
Skip and continue with basic features,2,confirmshaming,no thanks|i prefer|skip and|pass on
I prefer paying full price,2,confirmshaming,no thanks|i prefer|skip and|pass on
I'll pass on this exclusive offer,2,confirmshaming,no thanks|i prefer|skip and|pass on
"No, I don't want to support creators",2,confirmshaming,no thanks|i prefer|skip and|pass on
"No thanks, I don't want to save money",2,confirmshaming,no thanks|i prefer|skip and|pass on
I prefer paying full price,2,confirmshaming,no thanks|i prefer|skip and|pass on
I prefer paying full price,2,confirmshaming,no thanks|i prefer|skip and|pass on
I prefer paying full price,2,confirmshaming,no thanks|i prefer|skip and|pass on
Skip and continue with basic features,2,confirmshaming,no thanks|i prefer|skip and|pass on
"No thanks, I don't want to save money",2,confirmshaming,no thanks|i prefer|skip and|pass on
I'll pass on this exclusive offer,2,confirmshaming,no thanks|i prefer|skip and|pass on
I'll pass on this exclusive offer,2,confirmshaming,no thanks|i prefer|skip and|pass on
I prefer paying full price,2,confirmshaming,no thanks|i prefer|skip and|pass on
I prefer paying full price,2,confirmshaming,no thanks|i prefer|skip and|pass on
I'll pass on this exclusive offer,2,confirmshaming,no thanks|i prefer|skip and|pass on
"No thanks, I don't want to save money",2,confirmshaming,no thanks|i prefer|skip and|pass on
"No, I don't want to support creators",2,confirmshaming,no thanks|i prefer|skip and|pass on
Skip and continue with basic features,2,confirmshaming,no thanks|i prefer|skip and|pass on
"No thanks, I don't want to save money",2,confirmshaming,no thanks|i prefer|skip and|pass on
I'll pass on this exclusive offer,2,confirmshaming,no thanks|i prefer|skip and|pass on
Skip and continue with basic features,2,confirmshaming,no thanks|i prefer|skip and|pass on
Skip and continue with basic features,2,confirmshaming,no thanks|i prefer|skip and|pass on
"No, I don't want to support creators",2,confirmshaming,no thanks|i prefer|skip and|pass on
I'll pass on this exclusive offer,2,confirmshaming,no thanks|i prefer|skip and|pass on
"No thanks, I don't want to save money",2,confirmshaming,no thanks|i prefer|skip and|pass on
I'll pass on this exclusive offer,2,confirmshaming,no thanks|i prefer|skip and|pass on
"No thanks, I don't want to save money",2,confirmshaming,no thanks|i prefer|skip and|pass on
"No thanks, I don't want to save money",2,confirmshaming,no thanks|i prefer|skip and|pass on
I'll pass on this exclusive offer,2,confirmshaming,no thanks|i prefer|skip and|pass on
I prefer paying full price,2,confirmshaming,no thanks|i prefer|skip and|pass on
I prefer paying full price,2,confirmshaming,no thanks|i prefer|skip and|pass on
I prefer paying full price,2,confirmshaming,no thanks|i prefer|skip and|pass on
I prefer paying full price,2,confirmshaming,no thanks|i prefer|skip and|pass on
I'll pass on this exclusive offer,2,confirmshaming,no thanks|i prefer|skip and|pass on
I'll pass on this exclusive offer,2,confirmshaming,no thanks|i prefer|skip and|pass on
I prefer paying full price,2,confirmshaming,no thanks|i prefer|skip and|pass on
I'll pass on this exclusive offer,2,confirmshaming,no thanks|i prefer|skip and|pass on
I prefer paying full price,2,confirmshaming,no thanks|i prefer|skip and|pass on
"No, I don't want to support creators",2,confirmshaming,no thanks|i prefer|skip and|pass on
Skip and continue with basic features,2,confirmshaming,no thanks|i prefer|skip and|pass on
"No thanks, I don't want to save money",2,confirmshaming,no thanks|i prefer|skip and|pass on
"No thanks, I don't want to save money",2,confirmshaming,no thanks|i prefer|skip and|pass on
I'll pass on this exclusive offer,2,confirmshaming,no thanks|i prefer|skip and|pass on
"No thanks, I don't want to save money",2,confirmshaming,no thanks|i prefer|skip and|pass on
I prefer paying full price,2,confirmshaming,no thanks|i prefer|skip and|pass on
I prefer paying full price,2,confirmshaming,no thanks|i prefer|skip and|pass on
"No thanks, I don't want to save money",2,confirmshaming,no thanks|i prefer|skip and|pass on
"No thanks, I don't want to save money",2,confirmshaming,no thanks|i prefer|skip and|pass on
"No, I don't want to support creators",2,confirmshaming,no thanks|i prefer|skip and|pass on
Skip and continue with basic features,2,confirmshaming,no thanks|i prefer|skip and|pass on
Skip and continue with basic features,2,confirmshaming,no thanks|i prefer|skip and|pass on
I prefer paying full price,2,confirmshaming,no thanks|i prefer|skip and|pass on
Service fee of $13 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $45.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $17 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $24.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $22.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $9.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $30.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $31.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $5.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $10 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $5 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $6.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $7 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $34.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $5.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $24 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $15 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $8 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $9 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $12 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $7.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $10 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $11 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $47.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $26.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $19 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $28.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $17 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $6 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $18 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $38.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $23 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $11.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $22 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $21.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $19.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $20 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $26.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $5.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $17 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $10 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $21.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $37.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $16 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $18 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $22 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $6.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $39.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $22 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $9 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $22 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $18 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $10 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $7 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $26.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $50.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $48.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $23.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $44.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $42.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $22 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $9 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $43.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $24 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $33.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $13.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $43.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $19 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $12 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $28.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $27.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Service fee of $13 will be added,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $29.00 plus taxes and fees,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $23.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $17.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Total: $33.99 plus handling fee,3,hidden_costs,fee|additional|plus|hidden|extra charges
Convenience fee applies at checkout,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Additional processing charges apply,3,hidden_costs,fee|additional|plus|hidden|extra charges
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Unsubscribe (small text at bottom of email),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Cancel subscription (hidden in account settings),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
Click here to decline (barely visible button),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
Skip this step (link hidden in fine print),4,interface_interference,tiny|hidden|difficult|small|barely visible
"No, I don't want this amazing deal (tiny link at bottom)",4,interface_interference,tiny|hidden|difficult|small|barely visible
